tweet_id,text,place,polarity
1240734203056132101,Final check before the full lockdown in Slovenia starting at midnight #corona #virus #pandemia #lockdown #curfew #quantum #physics #science #technology #lab #slovenia #ljubljana @ Reaktorski Center Podgorica https://t.co/sy6nvUdXuC,Republic of Slovenia,0.062499999999999986
1240734898933108736,"sending y’all love and light in this trying moment, corona no go jam us
.
.
wash your hands often with soap and water for at least 20 seconds, especially after being in a public place, or after blowing your nose,… https://t.co/s93WhZoNJB","Lagos, Nigeria",0.12000000000000002
1240735234309619712,"Corona or no Corona we got you covered.. @kelvinsapp1 is already a success.. Don't miss this, medical team will be on ground for sure.... 
.
Cc: @kelvinsapp1 
.
@kelvinsapp1 @josh2funny @IamDestalker… https://t.co/ESpmjDPgQh","Sangotedo, Nigeria",0.26666666666666666
1240735363653492736,"Corona or no Corona we got you covered.. @kelvinsapp1 is already a success.. Don't miss this, medical team will be on ground for sure.... .
Cc: @kelvinsapp1 .
@kelvinsapp1 @josh2funny @IamDestalker @ushbebecomedian… https://t.co/blgnkNLbVi","Sangotedo, Nigeria",0.26666666666666666
1240735700716269572,This Corona Virus Shit has GONE TOO FAR!! They closed the Chicken Spot and the Chinese Spot. THIS IS MADNESS!!! WE'RE ALL GONNA DIE!!! #CoronaVirus #NYC #Harlem #TheHood #ChickenSpot #ChineseFood #TheWorldHasGoneMad… https://t.co/ZkoOn14Bis,"Manhattan, NY",-0.14875
1240735713618001920,"“This is how we order during the time of the corona”
.
Hop on your cell, call me- we chat and get your order together. Payment at the door or over the phone
.
.
#candyfix #malteasers #rx #sourcandy #driveup… https://t.co/AqXOnrNh8Z","Toronto, Ontario",0.0
1240736283217080326,It’s like...I dunno any more. #corona #light @ Runyon Canyon Summit https://t.co/GqEVOKEUvg,"Los Angeles, CA",0.45
1240736291047837697,"I came back from work yesterday and  #Nigeria announced that we now had 7 cases of Corona Virus a tinge of fear entered my heart.

I began to understand what other countries where there are 100s of cases we're going… https://t.co/M0Fzh80IEe","Nassarawa, Nigeria",-0.0625
1240736717545582594,"The cat said not today or ever, am outer here,  🏃🏽‍♀️ aint  catching this #corona 😂😂😂  Y’all Stay Safe  💯 #thursday #workout  #nikeairmax #nike #run #trailrunning #runhappy #runner #runningcommunity #nikeplusrunning… https://t.co/bx3YV8pB6G","London, England",0.55
1240737015181635585,"I HATE this Koon @Byrdgangshoota 🤦🏾‍♂️😂 Nigga Arguing me down about how he ain’t neva had corona in em dormant or otherwise. Tryna make me put sanitizer on my hand B4 he leave me,… https://t.co/C9Di7wnF76","Bronx, NY",-0.4777777777777778
1240737192785428480,"Technical rule
 (Corona related information)

 Corona virus also behaves like current, the only difference is that the current is spread only in metal or wire and corona virus spreads easily in metal wire man or… https://t.co/oFlrwucviB","Al Seeb, Oman",0.061904761904761914
1240737528526888963,"Fresh air from nature clears the lungs and mind free of people and viruses #nature #health #corona #pandemic #staywell @ San Diego, California https://t.co/KvAMPFpuTY","San Diego, CA",0.35
1240737576069279755,"Have you all taken advantage of the “ Corona Virus stuck inside sale!!” 
All gear on sale now!!! empire_vape_supply so dont miss out on this!!! (Free shipping over $100) don’t forget to mention Mister J sent ya @… https://t.co/evqPPb4q4U","Sahuarita, AZ",0.4
1240738072863617030,"Friends don’t let friends get fat during Corona. 👩🏻‍🤝‍👩🏼And, they don’t allow each other to go get sonicdrivein’s reeses Overload Waffle Cones, no matter how hard one of them is trying to tempt the other. #Friends… https://t.co/iWfQSFH31H","Lafayette, LA",-0.1805555555555556
1240738127175507968,Day 1 of my 30 day Corona lockdown fitness challenge! To see my tips and my struggle workout from last night tune in to the @foxsoultv Facebook page today at 4:15 pacific time/6:15 central (Dallas/Chicago ) time and… https://t.co/LCkCCqlpoB,"Dallas, TX",0.0
1240738264312467456,"To all of our customers, friends and families. Please take note that we will be closing our doors effective today at 5pm until further notice. There are NO know cases of corona-virus At Boardman Subaru we simply… https://t.co/34lVM8xHYb","Boardman, OH",0.2
1240739071154098176,"#coronavirusitalianews #corona #coronavirus #coronavirusbrazil #coronavirusitaly #coronavirusespaña #covid19italia #covid_19 #covıd19 @ Naples, Italy https://t.co/g2cbQDiVsg","Naples, Campania",0.0
1240739183758659584,"Dogs don’t get corona so more snuggs for the Bug! ❤️🐶❤️

Sending love to all at a virtually safe distance 😆 @ Torrance, California https://t.co/7xR07N7o4V","Torrance, CA",0.5416666666666666
1240739201009635328,"Hear this: ""THIS CORONA is DEFEATED in the name of Jesus so STARVE your fear and FEED your FAITH!"" ~Prophet Uebert Angel
#GoodNewsWorld @ Windhoek, Namibia https://t.co/khO7Arofcy",Namibia,0.0
1240739256047415310,"All this craziness is making me super glad we traveled to Costa Rica when we did. Also makes me wish the only corona in my life right now was in the form of a michelada 🍻🇨🇷 @ Playa Guiones, Nosara https://t.co/3qvLavFzk1","Guanacaste, Costa Rica",0.2797619047619048
1240739282807111687,"Dog food deliveries 📦🦴 
As the Corona situation evolves we are trying to assess how best we can continue to support our customers and our  community. Currently it is still business as usual.
Many of you already know… https://t.co/XApUydKKYk","Ramsbottom, England",0.3125
1240739359814496259,"#Beirut #streets during #lockdown #corona #stayhome #staypositive @ Beirut, Lebanon https://t.co/h0trEeHYws",Lebanon,0.0
1240739460704276480,"Look ma’, one hand!
Only 25 years since my last lesson can you tell?!
🧟
🧟
🧟
📷@kell_mitch
🧟‍♂️
yousician 
#corona #pianolessons #theprodigy #10khours #stayathomechallenge 
#chairmanoftheboards @ Costa Mesa, California https://t.co/SiD09T79Iv","Costa Mesa, CA",0.0
1240739801168523278,"We wish that ceramic coating protected us from the corona virus, we do know that it helps protect your vehicles surfaces from other things, tar, sap, UV rays and more. These pictures and video showcase Brian’s 2019… https://t.co/SMD8X0tGyR","Layton, UT",0.1875
1240740329806012417,"#tbt to the times when we had more freedom🥴 
.
please corona, dont make us cancel summer 2020😭🙏🏼 @ Byron Bay, Australia https://t.co/IlsDwNjq5p","Airlie Beach - Cannonvale, Queensland",0.5
1240740427713650688,A Corona Virus update from us. Stay safe everyone... #openforbusiness #coronavirus #staysafe #keepcalmandcarryonmoving #lookafteryou @ Bennett Lorusso https://t.co/XKSrKmiOHY,"Saint Neots, England",0.5
1240740504230387717,"HEY REPORTERS ~ NOWS THE TIME TO GO HARD ON SCENE

Tons to report with corona virus taking america into the new age chemical way of living life.

#SOCIALSEPERATION 

If you have a ton to say and no one will listen.… https://t.co/szM0c3nIcE","Brookhaven, GA",-0.07765151515151518
1240740988664102912,"Can't wait for coming Sunday church service, Corona or no Corona.Jesus is Lord. @ Intels Camp Port Harcourt Nigeria https://t.co/RxBS9gJrd3","Port Harcourt, Nigeria",0.0
1240741048411926537,"That's how Nigerians protect themselves from corona @ Owerri, Imo https://t.co/7v6JNfh4xO","Owerri, Nigeria",0.0
1240741278989594632,"Just made some homemade banana 🍌 bread 🍞. It came out so yummy! With this corona situation, I’m over here making stuff homemade stuff. Send help. 
🍌
🍞
🍌
🍞
🍌
🍞

#foodie #foodstagram #foodgasm #foodphotography… https://t.co/N4bPa8mA54","Auburndale, FL",0.0
1240742581547536384,"We wish that ceramic coating protected us from the corona virus, we do know that it helps protect your vehicles surfaces from other things, tar, sap, UV rays and more. These pictures and video showcase Brian’s 2019… https://t.co/PLuGGqoK8v","Layton, UT",0.1875
1240742804080467969,"I miss the game man!!!! This is your fault Corona 😤... @ Saint John's, Antigua and Barbuda https://t.co/XZmP67tkG6",Antigua and Barbuda,-0.9765625
1240743298324738049,Unfortunately this was the last pic that I got in Vegas with kaliannakali 😔.... but this is my face from all the corona virus news going on.. also shirt in picture for sale on my depop click link in my bio @ Las… https://t.co/0W8XeKlti3,"Las Vegas, NV",-0.25
1240743427307909127,"Keeping busy #corona relief #socialdistancing #targetpractice #backyardboogie #merica @ Torrance, California https://t.co/CVGk21busf","Torrance, CA",0.1
1240743628135452678,"Corona Virus measurements being tacked very seriously at The Queens this evening 🍻🤣😂😆🥂👍.
.
.
.
.
.
#corona #realales #useitorloseit #healthandsafty #onlyjoking #livelocal @ The Queens Head https://t.co/HV4jE9IhDx","Box, England",-0.43333333333333335
1240743719697035278,"Live broadcast works! Now we can work 24/7, who needs break if you had such a lovely members! ;).
.
#live #broadcast #fitnesssoul #fitmamas #edinburgh #leith #scotland #bestgym #motivation #coronaleave #corona… https://t.co/lfTW4wKiRb","Edinburgh, Scotland",0.23636363636363636
1240744063768375300,"Social distancing is the key! 
#jantacurfew 
Please cooperate 
Jai hind  #lndiaFightsCorona #corona @ShatabdiShalee @narendramodi @ Chandigarh, India https://t.co/ryIHufgrRY","Chandigarh, India",0.016666666666666666
1240744306362613760,"Stay safe &amp; see y’all soon 🌻🌼🌸@coyotejoesmi #spring #ladiesnight #coyotejoesmi #covid_19 #corona @ Shelby Charter Township, Michigan https://t.co/ldfGAPkrnX","Shelby, MI",0.5
1240744357248086016,"Remember guys! Always wear protection. 
.
.
.
.
.
#trojan #condom #nyc #corona #coronatime #lol #funnyordie #meme #funnymemes #vegan #fitness #joke @ New York, New York https://t.co/sDtfxuSo57","Manhattan, NY",0.3575757575757576
1240744454245494789,Setting out of Corona wards@Muhimbili National Hospital on progress💪🏿 @ Muhas Mloganzila Academic Hospital https://t.co/Olx0fKOvKz,"Dar es Salaam, Tanzania",0.0
1240744460587282434,"Girl's accessories available in store @babymama_reigns💕  #corona #coronavirus #covid_19 #keepsafe #washyourhands #pray #instahealth #quarantine #repost #beready #pandemic #sanitize
#babymamareigns #love… https://t.co/ZRQYJskdpI","Kampala, Uganda",0.45
1240744731421880331,"Let Today Be A Blessed Day; For The World! Let's All World Wide; Pray For Those Who Caught The Corona Virus! Those That Passed; Let's Pray For There Families, That They Will Not Suffer, Of There Love Ones! 
Let Us All… https://t.co/AEjDGmudkw","Phoenix, AZ",0.25
1240745095491661828,Due to the growing health concerns of the Corona Virus we are temporarily closed until the ban is lifted by the Governor. Everyone stay strong and healthy we will see you on the other side! #escapegames #mammothcave… https://t.co/69wHqm1fGU,"Kentucky, USA",0.11041666666666664
1240745255433056258,"#tbt to work pre #isolation it's only been two days, but I miss working with people and decent internet speeds. It's cool living with a nurse for the free medical equipment #coronavirus #corona #covid_19 #stayhome @ RPS https://t.co/DoneREGH87","Milton, England",0.18333333333333326
1240745453467119624,"Day 3.... Corona-0, QueRona-3! Workout complete! WE WINNING!!!! 💪🏾💪🏾 
.
.
.
.
.

#Thursday #Thankful #Workout #shoulders #traps #delts #black #blackfitnessnow #blackfitness #ebony #ebonyfitness #ebonyfitfreaks… https://t.co/4HkoUETLyQ","Dallas, TX",0.3194444444444445
1240745660799946753,"Girl's accessories available in store @babymama_reigns💕  #corona #coronavirus #covid_19 #keepsafe #washyourhands #pray #instahealth #quarantine #repost #beready #pandemic #sanitize
#babymamareigns #love… https://t.co/Imlybkue4O","Kampala, Uganda",0.45
1240746299596533760,Hopefully Soon Ass This Corona Virus 🦠 Bullshit Die Down!!! Me ghavalli @Im_TurntUp &amp; Cast Gon Bring You All A #Classic Here n Detroit!!! #DetroitMade 🎥 #Infatuated  Coming Soon!! We Had To Switch It A Lil S/O… https://t.co/S6ivMccrV6,"Detroit, MI",-0.0969328703703704
1240746300930494464,"Staying busy. 
.
.
.
.
.
.
.
.
.
.
.
.
#coronavirus #corona #quarantine #selfquarantine #stayathome #workfromhome #purplerain #prince #meehanscocktailmanual #leonardcohen #youwantitdarker #homemadechili #chili… https://t.co/guAzP8CvzV","Los Angeles, CA",0.1
1240746750610153477,Corona NY Thu Mar 19th PM Forecast: TONIGHT Partly Cloudy Lo 31 SATURDAY Sunny Hi 41,"Queens, NY",0.0
1240747064893542404,"This tickled my funny bone. #CoronaVirus #Corona #CoronaMemes @ Cherry Hill, New Jersey https://t.co/okeYmXmlnx","Cherry Hill, NJ",0.19318181818181815
1240747231160008710,"Social distancing after work...  with vodka. Sun, pool, music and plenty of vodka.   #socialdistancing #florida #corona #vodka #coronavirus #melbourne @ Melbourne Beach, Florida https://t.co/piDw3Dkzel","Melbourne Beach, FL",0.03333333333333333
1240747479710289928,"It’s Almost Aries Season ♈️ 3/26 ‼️‼️‼️ Get Ready For All The Shenanigans &amp; Bullshit ! FUCK THE CORONA 🦠  #Aries #TeamAries #AllSeason #BeardGang #Beard #LongTongue @ Pontiac, Michigan https://t.co/Z3fUIBZaTX","Pontiac, MI",-0.07500000000000001
1240747683465310208,"Spend time with people, not devices!!  Perfect time to disconnect and enjoy your own company and the company of those you hold close ... #QuarantineJenny @ Corona, California https://t.co/SaJlPY3bbp","Corona, CA",0.6666666666666666
1240748463047864320,Reposted from juangreatfiesta Still OPEN #montebello #socialdistancing #smallbusiness #tacos #burritos #salsa #la #whittier #losangeles #togo #takeout #corona #coronavirus #quarantine #open #food #mexicanfood… https://t.co/aN8q9K0Psn,"Bloomington, CA",0.0
1240748527673905153,"This is rush-hour on I-80 West.
The 4:35 P.M. Martz bus is a coveted bus...that was until Corona. @ I-80 Westbound https://t.co/3rqgMyPraB","Pennsylvania, USA",0.0
1240748863826341890,"#Repost cristi_christensen
・・・
Take that Corona Virus ‼️
.
Even as shit is getting REAL we have to find positive outlets for expression! To feel all that we feel and to move the energy out!  This is a clip of from… https://t.co/5KIDPjrToE","Oceanside, CA",0.11837121212121213
1240749105753849856,"A WORD ABOUT SELF-CARE - 

The corona virus is impacting all of us.  Particularly now, we may be experiencing fear and uncertainty.  I choose to use this time to go within, meditate more, exercise, particularly yoga… https://t.co/U2rA4pNMlm","Laguna Beach, CA",0.2777777777777777
1240749468494036994,My guy @onetonuno and yours truly got some heat otw‼️😤🔥 #tiktok #corona #explore #viral #dance #music #instagood #artistsoninstagram #bestoftheday #edits #goodvibes #healthylifestyle #donaldtrump #love #modelsnyc… https://t.co/S2jaMBnfRL,"Pennsylvania, USA",0.5
1240750708384829445,Advice if postponing your wedding or event during the coronavirus pandemic #corona #weddings #weddings2020 #postponed #brides #grooms #freeadvice #loveconquersall #love #weddingplanner #partyplanner #manchester… https://t.co/vRHzycLS6d,"Wilmslow, England",0.5
1240750799535235072,"Dear Prospective YGD Participant,

Following the (March 18) press release on the immediate ban of mass gatherings in Ogun State due to the Corona virus outbreak, the Youth Development Centre has therefore postponed… https://t.co/wE8q38Dr2V","Abeokuta, Nigeria",-0.0625
1240751682553708544,"Still on... 

#LiveOnAir keeping you informed and entertained at the sametime... #tuneIN 

@G987FM #Toronto 

#TheAfricanGrooveShow  
#EveningsWithMCBonde 
#YourEveningsWithMCBonde #covid_19 #Corona #CoronaVirus… https://t.co/WbaldniF1K","Toronto, Ontario",0.0
1240752958511308800,"Ohhh #corona @ Nassau County, New York https://t.co/rx3qkhHu9T","Uniondale, NY",0.13636363636363635
1240753029734961152,"We CAN do this, Portland! 💪🏻 In an effort to keep you guys inside, safe and properly hydrated, the Portland Beer Hub will bring the beer to you. 🚗 🍺 Don’t worry, Corona won’t be included. You’ll get two curated four… https://t.co/SHqyWkOnGU","Portland, ME",0.25
1240753506073657345,"Health and fitness. #corona #quarintine #damnit #heathbar #cereal #augmentedreality #bebrave @ New York, New York https://t.co/W8S5LkQy7Y","Manhattan, NY",0.13636363636363635
1240753593189351435,"#Repost mcshakielive with make_repost
・・・
Yes @godjblacknmild has passed from Corona related complications but at the family’s request I have not posted anything and anyone that did they are asking that you delete it… https://t.co/64J6bgDfBo","New Orleans, LA",0.0
1240753632863232006,"I remember when the city was corona free and you could have a bonfire party, double fist some beers and not have to worry... ah simpler times 🌤 @ Marie Curtis Park https://t.co/EgcTgzO1iP","Mississauga, Ontario",0.2
1240753836584841218,"OUT NOW VIA ALL DIGITAL PLATFORMS 🤘🏾🔋⚡️🎵 #YouTube #Spotify #Itunes #Apple #Amazon #LinkUpTv #GrmDaily #Corona #2020 @ London, United Kingdom https://t.co/HP8LHAFh07","London, England",0.0
1240754432289185793,Day 2 of the Corona Diaries...sour cream and chive pretzels from Penn State. I should have been on a BA flight to Dubai yesterday but that was obviously cancelled...this is my little piece of holiday. The “Little… https://t.co/iReCkNtn8H,"London, England",-0.125
1240754454237818880,"Ready to feel the energy again.... corona be gone!!!!!!
#readytoplay #drums #drummer #drummersofinstagram #drumlife @ AT&amp;T Stadium https://t.co/ZpI4RGal3U","Arlington, TX",0.762939453125
1240754549557809159,"This picture is from a time the history books will call PC...pre corona 🦠🌈 #TBT #FIP #LowTea #HelpMe @ Fire Island Pines, New York https://t.co/smyJodXHiv","New York, USA",0.13636363636363635
1240755423076061186,"You all know this is true 🤣

#corona #covid_19 #chickfila #thelordschicken #quarentine #socialdistancing @ Chick-fil-A Maple &amp; Ridge, West Wichita https://t.co/Mf6VoPHZpv","Wichita, KS",0.35
1240755527937712128,"Fellow MC... how are you dealing with the many “Postponement In April events” #corona is affecting the work finally 🙄 @ Lagos, Nigeria https://t.co/dcHiqhPqtI","Lagos, Nigeria",0.25
1240756307671556097,"Antidote to Corona fears: FOCUS ON THE POSITIVE! I am over the moon to be able to share this news: My student, lili.ostojicgibson ( started w/ me when she was 9) JUST GOT INTO JUILLIARD!!!!  And yes, they actually… https://t.co/ojNebHKNLb","San Francisco, CA",0.42803030303030304
1240756846669037572,"#CORONA_Virus

I live in Koblenz, Germany. If German government allow me than i want to work for Corona virus affected people as a volunteer. I am searching by own to do voluntary work… https://t.co/edWwiGbqCW","Koblenz, Germany",0.24545454545454545
1240757364711718914,"Theirs only room for one of us Corona Virus, I was here first 👊🏼💢💨 New Early 2000 RnB mix on the way to vibe in this rain, stay tuned ☔️🎶 #SelfIsolationDJ #Serato #DJVirusLA #Quarantine @ Los Angeles, California https://t.co/WYGlyj08aC","Los Angeles, CA",0.12159090909090907
1240757698704089092,"Quarantine time, Be safe and secure guys protect urself from Coronavirus(COVID19)!!!❤😎🤙🏻
.
#corona #covid_19 #coronavirus @ Rostov-on-Don https://t.co/MPcNKU5BTf","Rostov-na-Donu, Russia",0.640625
1240759097558831104,"Let's go #egyptian tonight! Thanks to my loyal friend, Mohammed! Also Mostafa! Thanks for the treats 😊 stay healthy and keep away yourselves from #corona . Let us #pray for our families! 
.
.
.
#coronamemes #arabic… https://t.co/9zUzI0TdgR","Dubai, United Arab Emirates",0.3864583333333333
1240759266862120960,"🌟🌟🌜🌜👑🌛🌛🌟🌟Prince Serge Moreau, You see that cross on my forehead, well me and that cross we say f❤ck you to Corona Virus ! à Plage A Rawdon https://t.co/jZEdacAlai","Rawdon, Québec",0.0
1240759370629201927,The pups are I will be spending a lot of time in the woods until this Corona virus subsides. @ Fishermans Park https://t.co/UFPXi3LG5c,"Kentucky, USA",0.0
1240759511423397889,Corona who? https://t.co/VRJuZvGoaV,"California, USA",0.0
1240759787161296896,"Please don’t be offended, this is Tom, our chef, giving the Corona virus the 2 fingers. We will not be deterred and nor will you, our amazing customers. By supporting local each and every person, who walks through… https://t.co/38GRXWd5xC","Redhill, South East",0.2833333333333334
1240760030506504195,"From #2000 - a hidden gem of #Italy, the Sanctuario Madonna della Corona (Sanctuary of the Lady of the Crown) built into the cliffs of Mount #Baldo. #travel #churchesofintsagram #throwbackthursday @ Norfolk, Virginia https://t.co/75ZpQCnPc6","Norfolk, VA",-0.16666666666666666
1240760266444414976,"“Girl Seeking Refuge in Magnolia Tree” #corona #loveinthetimeofcorona #pandemic @ Bethesda, Maryland https://t.co/NsBjIekzfA","Bethesda, MD",0.0
1240760294420422661,"Instrument....

#corona #quarantine #isolation #mode #mood #vibes #viral #soul #goodvibes #love #beautiful #bestoftheday #instagood #insta #space #cabinfever #solo #calm #healthylifestyle #relax #release #anxiety… https://t.co/GzTJ9dVCpF","St Paul, MN",0.55
1240762186189938689,"Great Corona Virus - Resident Evil - #MeMe :)

#ResidentEvil #CoronaVirus #RT #Share @ Bedford, Bedfordshire, United Kingdom https://t.co/A9ZijzuFFF","Bedford, England",0.10000000000000002
1240762376724647936,"Drove past #buckinghampalace this eve and it’s the epitome of London being like a ghost town, but it’s 7pm on a March Thursday.  #lockdown #28dayslater #ghosttown #eerie #corona #hrh @… https://t.co/B1ZodZpwQ4","London, England",-0.375
1240762415383543810,"While I am showing no signs of Corona Virus but I am self quarantined and sanitizing from the inside out. @ Duluth, Georgia https://t.co/xKCtfOMZhD","Duluth, GA",0.0
1240762680832659461,It’s a mad world but it is still a beautiful world #weightloss #weightlossjourney #fitness #fitnessmotivation #fitover50 #fiftyat50  #corona #covid-19 @ Cabana Beach Kiosk https://t.co/5celkm5ZRZ,"Sydney, New South Wales",0.1125
1240762736625270784,"Time for some quarantine cookies 😍😍 
.
.
.
.
.
.
@sweetmarthas @livetrack29 #covid_19 #corona #quarantineandchill #quarentinecookies @ Track 29 City Apartments https://t.co/YMtu3k9Voo","Minneapolis, MN",0.0
1240762867747618817,"Friends, I wanted to pass along this screenshot a good friend of mine sent me concerning the corona virus and recent economic upheaval because of it. I’ve spent a lot of the last few days checking in with a bunch of… https://t.co/u3f6su5EvY","Nashville, TN",0.09999999999999998
1240763575431544836,Music is enforcing the Stafford Act and supports isolation and being quarantined and that nobody should be outside spreading dat damn Corona shit 🥴😷🤢🤮🤧🤕 #safetyfirst #coronavirus #neighborhoodwatch #dmv… https://t.co/pzemk3KBTS,"Crofton, MD",-0.1
1240763934350729216,"Corona virus approved activities at the Glass House!  #COVID19 #backtobasics #puzzlesrock #winelife #deerfootwinery #staycationfunwiththewife @ Wyomissing Park, Reading https://t.co/svGv8mIDWR","Reading, PA",0.0
1240763995809878018,"Whew!!!  This corona shit has me working to hard @ Mount Pleasant, South Carolina https://t.co/BXv11fvatU","Mount Pleasant, SC",0.08055555555555552
1240764029649510401,"Garage door with cat flap? #corona #socialdistancing #eveningwalk @ Beloit, Wisconsin https://t.co/8RZ1K7WckT","Beloit, WI",0.0
